cell,UMAP1,UMAP2,Exhaustion,Stemness,Terminality,Cytotoxicity,Proliferation,ChromatinFixation
ref_00598,-3.3802,0.4308,0.5352,0.6971,0.1173,0.2159,0.2893,0.1827
ref_00599,-3.5191,0.1416,0.4737,0.7194,0.1537,0.2095,0.2127,0.223
ref_00600,-2.5928,0.0035,0.5527,0.6666,0.1944,0.2651,0.2969,0.2301
ref_00601,-2.8154,0.0781,0.5158,0.7106,0.1405,0.2074,0.252,0.2165
ref_00602,-4.0794,-0.237,0.4736,0.7372,0.1078,0.1274,0.2446,0.2081
ref_00603,-3.5121,0.6154,0.5522,0.689,0.1742,0.3098,0.2725,0.1949
ref_00604,-4.0926,0.3168,0.4914,0.715,0.0891,0.1804,0.3171,0.2043
ref_00605,-3.0135,0.2885,0.5349,0.6721,0.2017,0.2717,0.2581,0.1938
ref_00606,-3.3259,0.8066,0.5853,0.6842,0.1487,0.3004,0.2906,0.2002
ref_00607,-4.0305,0.228,0.5842,0.7164,0.0888,0.2275,0.2616,0.2043
ref_00608,-4.3492,0.4067,0.4815,0.7589,0.0553,0.1989,0.222,0.2481
ref_00609,-4.0775,0.6869,0.5152,0.7141,0.101,0.2019,0.2231,0.1857
ref_00610,1.8386,2.4736,0.8721,0.3693,0.7026,0.3261,0.2977,0.7187
ref_00611,1.2889,1.8751,0.838,0.4231,0.6465,0.3786,0.2992,0.7158
ref_00612,0.2592,1.262,0.7981,0.4801,0.5738,0.3481,0.2827,0.6982
ref_00613,1.5494,2.4621,0.8464,0.4115,0.6585,0.3007,0.2653,0.6821
ref_00614,0.5135,1.6456,0.8016,0.4778,0.6023,0.3109,0.2516,0.6729
ref_00615,2.3667,1.2404,0.7946,0.3819,0.7045,0.408,0.3164,0.6206
ref_00616,1.0111,2.0285,0.8431,0.3989,0.6482,0.2874,0.3041,0.7208
ref_00617,0.9084,1.5924,0.7893,0.4504,0.6332,0.2294,0.2886,0.6549
ref_00618,1.5601,2.0715,0.8642,0.4637,0.6171,0.2647,0.2852,0.5589
ref_00619,2.0895,1.5282,0.8503,0.3745,0.7126,0.3758,0.3172,0.7017
ref_00620,1.3288,1.212,0.7819,0.4569,0.5947,0.1873,0.2258,0.5742
ref_00621,0.6316,2.3025,0.8201,0.4484,0.6361,0.3173,0.2987,0.6648
ref_00622,1.0554,1.3106,0.7682,0.4703,0.5865,0.2627,0.2571,0.5896
ref_00623,1.4728,1.515,0.8,0.4172,0.6816,0.3239,0.3084,0.6484
ref_00624,1.1469,1.5232,0.8514,0.3973,0.6562,0.2905,0.2739,0.6502
ref_00625,1.7552,1.5942,0.8322,0.3802,0.7039,0.3011,0.2679,0.7127
ref_00626,1.0258,2.4173,0.8721,0.3844,0.6017,0.2368,0.3375,0.6847
ref_00627,1.4873,2.2681,0.8375,0.3731,0.6689,0.2394,0.3123,0.7605
ref_00628,1.1879,1.2275,0.8016,0.4315,0.5915,0.381,0.2954,0.6598
ref_00629,0.2818,1.9185,0.7996,0.472,0.5593,0.1958,0.2761,0.7145
ref_00630,1.3136,1.4988,0.8056,0.4173,0.6659,0.4025,0.2476,0.729
ref_00631,0.7314,1.5477,0.843,0.4087,0.6333,0.301,0.2253,0.5626
ref_00632,1.6132,2.0388,0.8108,0.4265,0.6284,0.36,0.264,0.6621
ref_00633,1.1267,1.5254,0.814,0.421,0.6617,0.3841,0.3548,0.6458
ref_00634,1.3265,1.5613,0.7702,0.4031,0.7032,0.334,0.2777,0.7224
ref_00635,0.6352,1.6246,0.7783,0.4347,0.6306,0.2339,0.2137,0.6627
ref_00636,0.2027,1.3883,0.7378,0.4205,0.5758,0.2122,0.3315,0.6643
ref_00637,0.9148,1.6679,0.801,0.4251,0.6356,0.3244,0.3221,0.6666
ref_00638,0.9702,2.0822,0.7739,0.4189,0.6092,0.3851,0.2903,0.685
ref_00639,1.1336,1.571,0.8504,0.3704,0.6738,0.3137,0.2904,0.6771
ref_00640,1.604,2.1081,0.8357,0.437,0.6868,0.3196,0.2531,0.6559
ref_00641,1.6039,2.5631,0.8881,0.3918,0.6617,0.3856,0.2703,0.7227
ref_00642,1.6872,1.5558,0.7843,0.402,0.6755,0.3971,0.2867,0.6526
ref_00643,1.5334,2.4201,0.8904,0.4031,0.6735,0.3946,0.2548,0.6758
ref_00644,1.8082,2.5568,0.849,0.3873,0.6895,0.329,0.3359,0.6336
ref_00645,1.3093,1.4885,0.8063,0.4513,0.5927,0.4598,0.2778,0.6661
ref_00646,1.3271,1.7728,0.8082,0.4417,0.6117,0.1953,0.2956,0.5958
ref_00647,0.6251,1.2586,0.788,0.4071,0.6276,0.2843,0.2856,0.7556
ref_00648,0.4427,2.1634,0.853,0.442,0.5775,0.1897,0.2661,0.686
ref_00649,1.1746,1.6424,0.8452,0.3996,0.6796,0.2472,0.2277,0.6064
ref_00650,1.6267,1.4833,0.7754,0.4169,0.6189,0.3412,0.284,0.5696
ref_00651,1.2989,1.6484,0.8282,0.4225,0.6289,0.3337,0.3391,0.7174
ref_00652,0.1343,1.7593,0.8611,0.4643,0.5767,0.3158,0.3078,0.6727
ref_00653,1.5294,2.1575,0.833,0.4099,0.6644,0.3403,0.2926,0.727
ref_00654,2.1702,2.4065,0.838,0.4165,0.6904,0.3997,0.3219,0.7276
ref_00655,1.4092,1.3514,0.816,0.4082,0.6009,0.2855,0.2129,0.6698
ref_00656,1.2109,2.0917,0.8623,0.4113,0.619,0.2462,0.2775,0.7019
ref_00657,0.1052,1.6331,0.7627,0.4485,0.573,0.3063,0.3371,0.7144
ref_00658,1.0135,1.732,0.7795,0.4503,0.6028,0.3064,0.3054,0.7284
ref_00659,1.6847,1.76,0.8087,0.4144,0.6681,0.4004,0.2898,0.7066
ref_00660,1.5713,1.7604,0.823,0.3946,0.7288,0.2749,0.1997,0.6655
ref_00661,0.9913,2.3988,0.8045,0.4056,0.6257,0.3089,0.267,0.7082
ref_00662,0.4548,2.4773,0.8311,0.4206,0.5936,0.2686,0.2762,0.6434
ref_00663,0.496,2.0816,0.7573,0.4717,0.6152,0.246,0.2991,0.6106
ref_00664,0.8026,2.4474,0.8389,0.42,0.5613,0.3242,0.288,0.6807
ref_00665,1.109,2.3567,0.8592,0.4135,0.6426,0.3833,0.3768,0.6624
ref_00666,1.3505,1.65,0.7712,0.4339,0.654,0.3757,0.1827,0.6181
ref_00667,0.6721,2.3121,0.8625,0.3968,0.6231,0.3971,0.2751,0.7332
ref_00668,1.8232,1.5806,0.8546,0.3991,0.6892,0.3188,0.3687,0.6068
ref_00669,0.3929,1.1732,0.7955,0.4429,0.5977,0.2749,0.2851,0.7
ref_00670,1.2765,1.2923,0.8099,0.3991,0.6518,0.3205,0.3187,0.646
ref_00671,0.1788,1.7885,0.7601,0.4841,0.5666,0.3301,0.2536,0.6784
ref_00672,1.3447,1.8251,0.8963,0.4248,0.6897,0.2693,0.2732,0.6502
ref_00673,0.5257,1.5787,0.8416,0.4105,0.596,0.3089,0.254,0.7233
ref_00674,1.8615,1.7226,0.8521,0.3829,0.7149,0.3784,0.2862,0.7723
ref_00675,1.5739,2.0316,0.8846,0.4296,0.6643,0.3878,0.3343,0.6295
ref_00676,1.1337,2.0547,0.8164,0.4009,0.6404,0.3532,0.2308,0.6712
ref_00677,1.2267,2.1461,0.931,0.3825,0.6646,0.2992,0.2733,0.6245
ref_00678,1.3624,1.3216,0.7914,0.4204,0.65,0.3286,0.3102,0.6683
ref_00679,1.1497,1.8643,0.863,0.3914,0.675,0.274,0.2882,0.6155
ref_00680,1.2349,2.0776,0.8442,0.3947,0.6576,0.3183,0.3299,0.6339
ref_00681,1.6539,2.5506,0.8742,0.3645,0.7103,0.3236,0.292,0.6483
ref_00682,0.8983,2.5637,0.8442,0.4304,0.6437,0.25,0.3275,0.6067
ref_00683,1.6837,2.4217,0.8052,0.4166,0.6955,0.4437,0.3163,0.6934
ref_00684,1.7103,1.5758,0.8188,0.4169,0.6713,0.3713,0.338,0.763
ref_00685,-0.1851,2.5956,0.8426,0.432,0.5291,0.3117,0.2861,0.6668
ref_00686,1.443,2.058,0.7927,0.4288,0.6227,0.3139,0.2159,0.6953
ref_00687,1.4872,2.0076,0.796,0.3897,0.6801,0.3169,0.2889,0.6353
ref_00688,1.2715,2.4686,0.8572,0.3722,0.6745,0.257,0.2208,0.6524
ref_00689,1.3023,1.7372,0.8603,0.3997,0.6815,0.3631,0.2938,0.6267
ref_00690,1.3692,2.3594,0.7975,0.4381,0.6295,0.3993,0.2553,0.6537
ref_00691,1.3061,2.0867,0.8165,0.4234,0.6536,0.3416,0.3368,0.6827
ref_00692,1.513,2.4042,0.8988,0.3967,0.711,0.3679,0.3053,0.7281
ref_00693,1.3055,1.3816,0.812,0.4469,0.6456,0.2604,0.2994,0.5945
ref_00694,1.3476,1.7552,0.836,0.4372,0.6327,0.2734,0.242,0.647
ref_00695,1.2358,2.561,0.853,0.4078,0.6801,0.3713,0.222,0.7689
ref_00696,0.2091,1.0193,0.7568,0.4638,0.5619,0.3188,0.3026,0.6469
ref_00697,0.7785,1.7422,0.8042,0.4691,0.6302,0.2934,0.2693,0.6661
ref_00698,1.2258,2.0059,0.7733,0.4121,0.6515,0.2439,0.2742,0.6686
ref_00699,1.4546,1.6741,0.8447,0.4312,0.6815,0.3136,0.2418,0.7049
ref_00700,2.6109,2.1738,0.8447,0.4137,0.7268,0.3156,0.3196,0.6685
ref_00701,1.8459,1.8502,0.8224,0.3585,0.6708,0.375,0.2177,0.6892
ref_00702,1.3632,1.9336,0.8844,0.4122,0.7137,0.3503,0.2656,0.7578
ref_00703,2.3763,1.7103,0.8766,0.3736,0.6975,0.3281,0.2564,0.6777
ref_00704,1.6142,2.3971,0.8027,0.418,0.6428,0.4312,0.3465,0.6225
ref_00705,1.7574,2.5847,0.8459,0.4098,0.6665,0.3785,0.3252,0.6624
ref_00706,2.1729,2.1755,0.856,0.3797,0.7067,0.3082,0.3096,0.7095
ref_00707,1.0704,1.8559,0.8545,0.4445,0.6328,0.3358,0.3163,0.6498
ref_00708,1.3712,1.8054,0.8489,0.4136,0.6278,0.421,0.261,0.639
ref_00709,2.0727,1.617,0.7916,0.373,0.6846,0.3918,0.2294,0.7454
ref_00710,1.4542,2.3422,0.7982,0.3992,0.6514,0.1453,0.2939,0.7038
ref_00711,0.995,1.8063,0.8027,0.4177,0.6079,0.2611,0.2297,0.6514
ref_00712,1.7684,1.686,0.7895,0.4103,0.6882,0.2332,0.1799,0.7288
ref_00713,0.5528,1.6267,0.7522,0.4359,0.5582,0.3199,0.2834,0.5718
ref_00714,2.2192,1.5874,0.8255,0.3852,0.6867,0.417,0.2883,0.6488
ref_00715,2.265,2.1885,0.8501,0.3777,0.7695,0.3276,0.3282,0.7315
ref_00716,1.2534,1.311,0.7861,0.468,0.648,0.3273,0.2076,0.6721
ref_00717,1.2766,1.349,0.7937,0.4443,0.6102,0.3613,0.2651,0.6578
ref_00718,2.3299,2.2638,0.7808,0.3632,0.7802,0.1843,0.2419,0.6827
ref_00719,0.5951,1.6169,0.806,0.414,0.618,0.3769,0.3167,0.6572
ref_00720,0.5942,1.026,0.7665,0.4927,0.6109,0.307,0.303,0.6255
ref_00721,1.2809,2.083,0.7907,0.4023,0.6206,0.2724,0.2456,0.5823
ref_00722,1.893,2.1004,0.8507,0.411,0.6484,0.3273,0.2798,0.67
ref_00723,1.857,2.1831,0.7806,0.4085,0.6757,0.3545,0.2467,0.718
ref_00724,1.0931,2.0911,0.8344,0.3883,0.6712,0.2568,0.3008,0.6668
ref_00725,2.232,1.0641,0.7735,0.3897,0.7221,0.2981,0.2234,0.6323
ref_00726,1.7775,1.5663,0.8027,0.3979,0.7237,0.2952,0.2672,0.7339
ref_00727,2.0956,2.4114,0.8262,0.4046,0.7123,0.3169,0.3015,0.7116
ref_00728,2.969,1.5828,0.8469,0.3516,0.7708,0.3232,0.3172,0.7048
ref_00729,1.0938,2.016,0.8058,0.394,0.6582,0.2701,0.2846,0.6623
ref_00730,1.004,2.379,0.8405,0.4355,0.6365,0.3102,0.2994,0.6279
ref_00731,2.3291,2.1563,0.8641,0.3753,0.7051,0.2937,0.3135,0.6769
ref_00732,1.2223,1.4652,0.8204,0.4258,0.6977,0.2537,0.3079,0.6364
ref_00733,2.1661,1.6759,0.7954,0.4099,0.682,0.3369,0.2984,0.6366
ref_00734,1.7648,1.7446,0.8578,0.4166,0.7089,0.3147,0.3015,0.67
ref_00735,0.8146,2.3596,0.8006,0.4253,0.6376,0.2979,0.2947,0.6245
ref_00736,1.5289,2.0581,0.8834,0.3945,0.6371,0.1672,0.2363,0.6721
ref_00737,0.7316,2.2492,0.8413,0.3847,0.6034,0.3104,0.3193,0.6229
ref_00738,2.2699,1.8353,0.8318,0.3482,0.7093,0.3222,0.268,0.6752
ref_00739,1.0593,1.9982,0.8154,0.3939,0.6209,0.3688,0.2501,0.6575
ref_00740,1.8078,2.3133,0.8326,0.4104,0.6902,0.4149,0.2882,0.6004
ref_00741,0.312,1.3613,0.7608,0.4604,0.5735,0.2908,0.3286,0.6872
ref_00742,1.8911,1.7991,0.7918,0.4298,0.6477,0.3314,0.2716,0.6932
ref_00743,1.5572,1.7036,0.8302,0.4151,0.6756,0.3926,0.3174,0.6275
ref_00744,0.9626,1.8695,0.7814,0.4397,0.6674,0.2131,0.3222,0.5881
ref_00745,1.5625,1.4441,0.793,0.4269,0.6175,0.3375,0.2433,0.6541
ref_00746,1.3305,2.1442,0.8433,0.3947,0.6615,0.2989,0.2085,0.649
ref_00747,2.1837,1.9033,0.8729,0.3703,0.7047,0.3658,0.2932,0.7179
ref_00748,1.9786,1.7299,0.834,0.4132,0.7214,0.4068,0.3111,0.6778
ref_00749,1.5924,1.4666,0.833,0.4604,0.6171,0.3068,0.3157,0.6677
ref_00750,0.8387,2.4187,0.8059,0.4683,0.5337,0.3047,0.2996,0.6513
ref_00751,0.644,2.3612,0.8541,0.4307,0.6269,0.3634,0.3056,0.6447
ref_00752,1.6372,1.8456,0.7845,0.3846,0.6631,0.1014,0.2161,0.6851
ref_00753,1.0457,2.1818,0.8033,0.3966,0.645,0.1872,0.2458,0.7102
ref_00754,2.0611,2.1112,0.7982,0.4103,0.6858,0.3313,0.2585,0.7465
ref_00755,0.6266,1.4556,0.8142,0.4571,0.5967,0.1849,0.2587,0.6226
ref_00756,0.9407,1.6579,0.8688,0.4249,0.6012,0.2281,0.2916,0.6182
ref_00757,1.2856,2.1573,0.8264,0.4316,0.65,0.444,0.3187,0.7001
ref_00758,1.0525,2.6736,0.8678,0.4257,0.6391,0.4089,0.2943,0.6642
ref_00759,2.2093,1.5631,0.8566,0.3779,0.6945,0.308,0.323,0.8052
ref_00760,1.0419,1.6451,0.832,0.4189,0.6589,0.3876,0.2448,0.6927
ref_00761,0.0835,2.0556,0.8037,0.4253,0.5491,0.3369,0.2891,0.6761
ref_00762,1.2312,2.3003,0.7834,0.3862,0.6258,0.1902,0.1807,0.6309
ref_00763,2.1237,2.0312,0.852,0.3893,0.6778,0.3598,0.204,0.6877
ref_00764,1.9024,2.1781,0.7684,0.4203,0.6605,0.3475,0.2825,0.7229
ref_00765,0.9387,1.9058,0.8083,0.4014,0.6434,0.2604,0.3177,0.6673
ref_00766,1.1138,2.3588,0.8212,0.451,0.6229,0.2136,0.2838,0.654
ref_00767,1.5794,2.547,0.8267,0.4408,0.665,0.2207,0.249,0.6541
ref_00768,1.2087,1.3372,0.7574,0.4604,0.609,0.2611,0.2633,0.6265
ref_00769,0.5768,2.2649,0.8365,0.398,0.6304,0.3277,0.2707,0.7236
ref_00770,2.1432,1.7459,0.7894,0.4084,0.6804,0.3386,0.2071,0.697
ref_00771,1.0804,2.2759,0.8212,0.4014,0.6595,0.2821,0.265,0.6917
ref_00772,1.7638,2.0057,0.8167,0.4264,0.697,0.369,0.2977,0.7593
ref_00773,0.7255,1.6495,0.8078,0.4643,0.5739,0.2753,0.3206,0.6922
ref_00774,1.779,1.5826,0.7774,0.4439,0.633,0.1831,0.2721,0.6769
ref_00775,1.3572,1.6102,0.8457,0.4174,0.6388,0.2795,0.2722,0.6853
ref_00776,1.1872,2.0464,0.8103,0.3777,0.5726,0.3471,0.2997,0.67
ref_00777,1.0268,1.7685,0.848,0.3977,0.6692,0.2993,0.2722,0.6853
ref_00778,1.4214,2.4392,0.8468,0.4062,0.7031,0.3156,0.3008,0.7094
ref_00779,1.5932,2.4269,0.8592,0.4189,0.6271,0.183,0.2222,0.627
ref_00780,2.6224,2.8109,0.8787,0.3795,0.729,0.3799,0.3259,0.771
ref_00781,1.1288,1.0678,0.7262,0.4281,0.6656,0.3149,0.2532,0.7112
ref_00782,1.0353,1.814,0.7861,0.3966,0.6027,0.4214,0.2003,0.7235
ref_00783,2.1068,2.0984,0.7753,0.3844,0.7215,0.2507,0.2822,0.6698
ref_00784,0.3086,2.5603,0.8357,0.4351,0.5957,0.2736,0.2764,0.6604
ref_00785,1.5463,2.5716,0.8351,0.3862,0.7066,0.3512,0.3259,0.6914
ref_00786,1.2957,1.684,0.794,0.3898,0.695,0.4159,0.2176,0.7676
ref_00787,1.9557,2.6934,0.8525,0.392,0.6777,0.3813,0.2556,0.7251
ref_00788,0.8948,1.8004,0.8212,0.4481,0.6134,0.2575,0.2722,0.6566
ref_00789,0.8539,1.903,0.7743,0.4065,0.5924,0.2703,0.2395,0.5611
ref_00790,1.0122,2.9355,0.8972,0.4148,0.6049,0.3044,0.3197,0.7092
ref_00791,1.0758,1.6923,0.7545,0.4396,0.6391,0.3219,0.2921,0.6547
ref_00792,0.9146,1.8228,0.7676,0.4327,0.6316,0.3488,0.3049,0.6572
ref_00793,1.503,1.6506,0.7846,0.4008,0.6737,0.2917,0.2815,0.7248
ref_00794,1.5846,2.0693,0.8382,0.418,0.7202,0.3539,0.2958,0.6891
ref_00795,1.4183,2.6402,0.8447,0.3882,0.6344,0.3194,0.263,0.6001
ref_00796,0.9618,1.0211,0.7162,0.4604,0.6407,0.3741,0.3048,0.6314
ref_00797,1.0905,2.0593,0.8096,0.4524,0.5998,0.3168,0.3086,0.6973
ref_00798,0.6776,1.334,0.8165,0.4417,0.6287,0.3534,0.291,0.6363
ref_00799,-0.2991,2.2522,0.8072,0.4809,0.51,0.0765,0.231,0.5612
ref_00800,1.0235,0.8727,0.7258,0.4525,0.5952,0.3138,0.2509,0.6458
ref_00801,1.244,2.3971,0.8638,0.3784,0.6946,0.3229,0.31,0.7585
ref_00802,1.0858,2.2932,0.8084,0.4268,0.6412,0.2475,0.2828,0.6515
ref_00803,0.9861,1.9738,0.7558,0.3859,0.645,0.3435,0.2419,0.6353
ref_00804,0.9456,1.3394,0.7936,0.4247,0.6222,0.3127,0.2858,0.6201
ref_00805,1.3543,2.0611,0.8622,0.4296,0.6597,0.2133,0.2379,0.6906
ref_00806,2.6224,2.3434,0.8563,0.3851,0.7377,0.4295,0.3642,0.6865
ref_00807,1.9406,2.4099,0.8941,0.3596,0.6824,0.3377,0.285,0.6757
ref_00808,1.5165,2.3734,0.877,0.4235,0.6539,0.3839,0.3142,0.6973
ref_00809,0.7706,2.2073,0.8222,0.4374,0.6376,0.3258,0.294,0.6179
ref_00810,1.1087,2.1076,0.8447,0.422,0.6407,0.36,0.3139,0.6529
ref_00811,1.1536,2.34,0.8333,0.429,0.598,0.3419,0.297,0.679
ref_00812,0.5266,1.3431,0.8047,0.4423,0.6027,0.2359,0.2931,0.6342
ref_00813,2.1195,1.5939,0.8193,0.4515,0.6736,0.1646,0.2222,0.6847
ref_00814,1.0171,1.4118,0.8061,0.4638,0.6203,0.3871,0.2709,0.5908
ref_00815,1.5583,1.1418,0.7746,0.4519,0.6446,0.3357,0.2807,0.71
ref_00816,0.9426,2.0098,0.7635,0.3931,0.6187,0.322,0.3541,0.6463
ref_00817,1.6896,1.804,0.8123,0.4094,0.6382,0.3356,0.3107,0.6278
ref_00818,1.3954,1.7575,0.752,0.4105,0.6552,0.317,0.2821,0.7331
ref_00819,1.6808,1.4415,0.8113,0.409,0.7207,0.3804,0.2582,0.6663
ref_00820,2.7984,1.8636,0.8294,0.4031,0.7462,0.2651,0.2595,0.6633
ref_00821,2.1772,1.49,0.8287,0.4037,0.7072,0.4581,0.3046,0.6876
ref_00822,1.644,2.2227,0.825,0.4103,0.6707,0.4263,0.3143,0.6574
ref_00823,1.406,2.367,0.8416,0.4002,0.6471,0.3786,0.2692,0.6535
ref_00824,1.5499,1.6857,0.8537,0.4143,0.6471,0.4302,0.2724,0.6891
ref_00825,1.4679,2.0294,0.8455,0.4183,0.6388,0.3938,0.2838,0.7308
ref_00826,1.3609,2.4232,0.8518,0.4006,0.5907,0.3644,0.2706,0.6362
ref_00827,1.6243,1.7334,0.8231,0.3961,0.6529,0.2663,0.2914,0.7175
ref_00828,0.1994,2.1115,0.8242,0.4453,0.5835,0.3474,0.3211,0.7352
ref_00829,1.6542,1.6342,0.8407,0.3849,0.6419,0.3124,0.2908,0.7134
ref_00830,3.7234,2.8867,0.9549,0.0604,0.9034,0.212,0.1772,0.8613
ref_00831,3.8502,2.4555,0.8924,0.0434,0.9426,0.314,0.1764,0.8228
ref_00832,2.9901,2.1759,0.882,0.0696,0.8793,0.2993,0.1647,0.8337
ref_00833,3.073,2.4144,0.8796,0.119,0.8988,0.3082,0.1922,0.8045
ref_00834,3.6627,2.1079,0.9204,0.0411,0.9135,0.2817,0.1633,0.9159
ref_00835,3.0928,2.8773,0.8946,0.1287,0.859,0.2349,0.1386,0.863
ref_00836,3.9186,2.838,0.9272,0.0549,0.9293,0.2633,0.1848,0.9068
ref_00837,3.3084,2.0394,0.9314,0.0713,0.8856,0.2809,0.1248,0.8843
ref_00838,3.9081,2.1347,0.8824,0.0629,0.9117,0.2018,0.2245,0.8743
ref_00839,3.5198,2.7992,0.9521,0.0467,0.9499,0.2048,0.1682,0.8781
ref_00840,4.2123,2.2101,0.9369,0.0197,0.948,0.1981,0.0909,0.794
ref_00841,3.3669,2.0132,0.9264,0.089,0.898,0.2739,0.1602,0.8739
ref_00842,4.3245,2.6563,0.8942,0.0315,0.9357,0.3147,0.2062,0.8328
ref_00843,4.3334,1.9457,0.8228,0.0785,0.9409,0.1565,0.089,0.834
ref_00844,4.2979,2.1166,0.9161,0.0283,0.9632,0.2021,0.1705,0.7973
ref_00845,4.0748,2.4482,0.938,0.0689,0.928,0.1523,0.1093,0.8827
ref_00846,3.778,2.4181,0.9916,0.0628,0.8966,0.2495,0.2035,0.8705
ref_00847,2.9439,2.7852,0.928,0.0876,0.8864,0.2692,0.1866,0.8973
ref_00848,4.3741,3.126,0.9641,0.0596,0.9272,0.2415,0.1378,0.9273
ref_00849,3.8486,2.6727,0.8994,0.073,0.8788,0.2803,0.1893,0.8573
ref_00850,3.1165,2.7744,0.9271,0.1008,0.9006,0.2986,0.1846,0.7962
ref_00851,4.6097,2.1196,0.9075,0.0285,0.9624,0.2988,0.1771,0.8241
ref_00852,3.9616,1.9007,0.8969,0.0629,0.8866,0.1444,0.1685,0.8964
ref_00853,3.5318,2.5994,0.9088,0.0771,0.8698,0.2322,0.1726,0.8091
ref_00854,3.6891,2.2127,0.9637,0.1001,0.8938,0.2251,0.1372,0.8888
ref_00855,4.6355,2.1053,0.8849,0.0313,0.9517,0.2159,0.1695,0.899
ref_00856,4.1209,2.5992,0.9073,0.1033,0.9141,0.2555,0.1238,0.8088
ref_00857,4.3603,2.8269,0.9142,0.0429,0.9549,0.3465,0.2092,0.8801
ref_00858,3.9046,2.1104,0.9376,0.0473,0.9014,0.1815,0.1456,0.9271
ref_00859,3.4071,2.419,0.8786,0.0696,0.8983,0.1723,0.1648,0.8977
ref_00860,3.0049,2.4288,0.8757,0.1217,0.8868,0.3082,0.1625,0.8828
ref_00861,4.1781,1.6412,0.8717,0.0902,0.9885,0.2628,0.1322,0.934
ref_00862,3.7483,1.8308,0.8969,0.0744,0.8752,0.2314,0.1389,0.8901
ref_00863,4.4422,2.8994,0.9587,0.0672,0.9365,0.2882,0.1611,0.8472
ref_00864,3.5934,2.2114,0.9186,0.0554,0.8841,0.2843,0.1323,1.0
ref_00865,3.1411,2.5945,0.8512,0.1171,0.8255,0.2034,0.1588,0.8821
ref_00866,3.0829,2.2458,0.8588,0.1241,0.8226,0.2307,0.1661,0.8523
ref_00867,3.3075,2.8377,0.9103,0.0926,0.8855,0.3315,0.1748,0.8554
ref_00868,3.2293,2.8184,0.9312,0.0652,0.9175,0.1297,0.1477,0.8506
ref_00869,4.394,2.4032,0.9216,0.0259,0.9604,0.2501,0.2042,0.9033
ref_00870,3.5565,2.5509,0.8893,0.0593,0.9506,0.2817,0.1384,0.8488
ref_00871,3.5517,2.3719,0.9573,0.0739,0.9209,0.2804,0.1645,0.7841
ref_00872,3.528,2.3008,0.8455,0.0671,0.8379,0.2374,0.1481,0.8451
ref_00873,2.7079,3.2739,0.9535,0.0541,0.8633,0.2578,0.1099,0.8506
ref_00874,3.3522,2.6785,0.8737,0.0407,0.9228,0.3183,0.1614,0.8406
ref_00875,3.2872,2.8502,0.9769,0.0342,0.9066,0.2915,0.2343,0.8983
ref_00876,3.8561,1.9926,0.9241,0.1052,0.8958,0.2756,0.1722,0.8897
ref_00877,3.6214,1.9689,0.913,0.0759,0.9185,0.2827,0.1872,0.8503
ref_00878,3.5381,2.2005,0.919,0.1106,0.8839,0.3708,0.1644,0.9389
ref_00879,3.1728,2.0332,0.8638,0.1136,0.9047,0.1353,0.0869,0.8908
ref_00880,3.2726,2.1697,0.8899,0.052,0.9051,0.1948,0.1755,0.8372
ref_00881,3.8116,2.6927,0.9354,0.0693,0.8773,0.2378,0.1689,0.8712
ref_00882,3.9799,2.8822,0.9002,0.0318,0.9815,0.2836,0.1644,0.9391
ref_00883,2.2301,2.1586,0.8551,0.0634,0.7841,0.1335,0.2211,0.8537
ref_00884,4.0346,1.7439,0.8778,0.086,0.9291,0.2706,0.2007,0.8903
ref_00885,4.215,3.2827,0.9795,0.0,0.919,0.1439,0.15,0.8738
ref_00886,3.0254,1.9741,0.875,0.1187,0.8881,0.3226,0.2156,0.9034
ref_00887,2.9303,2.735,0.9072,0.0867,0.8919,0.2518,0.2142,0.9272
ref_00888,4.4387,2.3495,0.9333,0.0312,0.9791,0.198,0.1945,0.9423
ref_00889,4.2928,2.6355,0.9506,0.0805,0.9424,0.3081,0.2002,0.8276
ref_00890,3.8941,3.1949,0.9871,0.0629,0.8778,0.397,0.1844,0.8815
ref_00891,3.4236,2.4965,0.9092,0.0843,0.9306,0.3748,0.1881,0.9646
ref_00892,3.2893,1.9259,0.8694,0.0237,0.8859,0.3046,0.141,0.8927
ref_00893,4.3781,2.4369,0.9095,0.0989,0.9205,0.2954,0.1403,0.925
ref_00894,3.5082,2.7872,0.916,0.0493,0.9225,0.284,0.1414,0.8839
ref_00895,3.944,2.2148,0.8442,0.1024,0.8802,0.2768,0.0969,0.8645
ref_00896,3.613,2.1219,0.8995,0.0901,0.8732,0.2841,0.2007,0.8315
ref_00897,3.177,2.5658,0.9233,0.0635,0.8692,0.304,0.0,0.8199
ref_00898,3.3776,2.5215,0.8555,0.0571,0.9387,0.3076,0.1484,0.9236
ref_00899,2.8394,3.0052,0.9432,0.0739,0.8777,0.2786,0.1872,0.8678
ref_00900,4.4844,1.7584,0.8751,0.0903,0.932,0.2559,0.1747,0.8522
ref_00901,4.0338,2.5486,0.8531,0.0746,0.9337,0.1137,0.1365,0.8113
ref_00902,4.0649,3.1946,0.9682,0.0133,0.9785,0.1904,0.1524,0.9706
ref_00903,4.3099,2.3057,0.8807,0.0438,0.948,0.1672,0.1293,0.9055
ref_00904,4.1966,2.7603,0.9038,0.0519,0.9396,0.2929,0.189,0.8944
