cell,cell_type,tex_state,species,modality,study
ref_00672,Tex-intermediate,Tex-intermediate,human,scRNA,LCMV_chronic_2023
ref_00673,Tex-intermediate,Tex-intermediate,mouse,scRNA,Melanoma_ICB_2023
ref_00674,Tex-intermediate,Tex-intermediate,mouse,scRNA,B16_tumor_2022
ref_00675,Tex-intermediate,Tex-intermediate,mouse,scRNA,HCC_human_2024
ref_00676,Tex-intermediate,Tex-intermediate,mouse,scRNA,HCC_human_2024
ref_00677,Tex-intermediate,Tex-intermediate,human,scRNA,B16_tumor_2022
ref_00678,Tex-intermediate,Tex-intermediate,human,scRNA,B16_tumor_2022
ref_00679,Tex-intermediate,Tex-intermediate,mouse,scRNA,B16_tumor_2022
ref_00680,Tex-intermediate,Tex-intermediate,human,scRNA,Melanoma_ICB_2023
ref_00681,Tex-intermediate,Tex-intermediate,human,scRNA,HCC_human_2024
ref_00682,Tex-intermediate,Tex-intermediate,mouse,scRNA,LCMV_chronic_2023
ref_00683,Tex-intermediate,Tex-intermediate,mouse,scRNA,B16_tumor_2022
ref_00684,Tex-intermediate,Tex-intermediate,human,scRNA,Melanoma_ICB_2023
ref_00685,Tex-intermediate,Tex-intermediate,human,scRNA,LCMV_chronic_2023
ref_00686,Tex-intermediate,Tex-intermediate,human,scRNA,LCMV_chronic_2023
ref_00687,Tex-intermediate,Tex-intermediate,human,scRNA,B16_tumor_2022
ref_00688,Tex-intermediate,Tex-intermediate,mouse,scRNA,B16_tumor_2022
ref_00689,Tex-intermediate,Tex-intermediate,human,scRNA,LCMV_chronic_2023
ref_00690,Tex-intermediate,Tex-intermediate,human,scRNA,Melanoma_ICB_2023
ref_00691,Tex-intermediate,Tex-intermediate,mouse,scRNA,LCMV_chronic_2023
ref_00692,Tex-intermediate,Tex-intermediate,human,scRNA,CART_relapse_2024
ref_00693,Tex-intermediate,Tex-intermediate,human,scRNA,Melanoma_ICB_2023
ref_00694,Tex-intermediate,Tex-intermediate,human,scRNA,Melanoma_ICB_2023
ref_00695,Tex-intermediate,Tex-intermediate,human,scRNA,HCC_human_2024
ref_00696,Tex-intermediate,Tex-intermediate,human,scRNA,Melanoma_ICB_2023
ref_00697,Tex-intermediate,Tex-intermediate,mouse,scRNA,LCMV_chronic_2023
ref_00698,Tex-intermediate,Tex-intermediate,human,scRNA,CART_relapse_2024
ref_00699,Tex-intermediate,Tex-intermediate,mouse,scRNA,HCC_human_2024
ref_00700,Tex-intermediate,Tex-intermediate,human,scRNA,B16_tumor_2022
ref_00701,Tex-intermediate,Tex-intermediate,mouse,scRNA,Melanoma_ICB_2023
ref_00702,Tex-intermediate,Tex-intermediate,human,scRNA,B16_tumor_2022
ref_00703,Tex-intermediate,Tex-intermediate,human,scRNA,B16_tumor_2022
ref_00704,Tex-intermediate,Tex-intermediate,human,scRNA,B16_tumor_2022
ref_00705,Tex-intermediate,Tex-intermediate,human,scRNA,CART_relapse_2024
ref_00706,Tex-intermediate,Tex-intermediate,human,scRNA,CART_relapse_2024
ref_00707,Tex-intermediate,Tex-intermediate,mouse,scRNA,B16_tumor_2022
ref_00708,Tex-intermediate,Tex-intermediate,mouse,scRNA,CART_relapse_2024
ref_00709,Tex-intermediate,Tex-intermediate,mouse,scRNA,LCMV_chronic_2023
ref_00710,Tex-intermediate,Tex-intermediate,mouse,scRNA,CART_relapse_2024
ref_00711,Tex-intermediate,Tex-intermediate,human,scRNA,HCC_human_2024
ref_00712,Tex-intermediate,Tex-intermediate,mouse,scRNA,Melanoma_ICB_2023
ref_00713,Tex-intermediate,Tex-intermediate,human,scRNA,CART_relapse_2024
ref_00714,Tex-intermediate,Tex-intermediate,human,scRNA,LCMV_chronic_2023
ref_00715,Tex-intermediate,Tex-intermediate,human,scRNA,Melanoma_ICB_2023
ref_00716,Tex-intermediate,Tex-intermediate,human,scRNA,B16_tumor_2022
ref_00717,Tex-intermediate,Tex-intermediate,mouse,scRNA,LCMV_chronic_2023
ref_00718,Tex-intermediate,Tex-intermediate,mouse,scRNA,Melanoma_ICB_2023
ref_00719,Tex-intermediate,Tex-intermediate,human,scRNA,LCMV_chronic_2023
ref_00720,Tex-intermediate,Tex-intermediate,human,scRNA,HCC_human_2024
ref_00721,Tex-intermediate,Tex-intermediate,human,scRNA,B16_tumor_2022
ref_00722,Tex-intermediate,Tex-intermediate,mouse,scRNA,CART_relapse_2024
ref_00723,Tex-intermediate,Tex-intermediate,mouse,scRNA,CART_relapse_2024
ref_00724,Tex-intermediate,Tex-intermediate,human,scRNA,Melanoma_ICB_2023
ref_00725,Tex-intermediate,Tex-intermediate,mouse,scRNA,Melanoma_ICB_2023
ref_00726,Tex-intermediate,Tex-intermediate,human,scRNA,Melanoma_ICB_2023
ref_00727,Tex-intermediate,Tex-intermediate,human,scRNA,CART_relapse_2024
ref_00728,Tex-intermediate,Tex-intermediate,human,scRNA,Melanoma_ICB_2023
ref_00729,Tex-intermediate,Tex-intermediate,human,scRNA,Melanoma_ICB_2023
ref_00730,Tex-intermediate,Tex-intermediate,mouse,scRNA,LCMV_chronic_2023
ref_00731,Tex-intermediate,Tex-intermediate,human,scRNA,LCMV_chronic_2023
ref_00732,Tex-intermediate,Tex-intermediate,mouse,scRNA,B16_tumor_2022
ref_00733,Tex-intermediate,Tex-intermediate,human,scRNA,LCMV_chronic_2023
ref_00734,Tex-intermediate,Tex-intermediate,human,scRNA,LCMV_chronic_2023
ref_00735,Tex-intermediate,Tex-intermediate,mouse,scRNA,HCC_human_2024
ref_00736,Tex-intermediate,Tex-intermediate,human,scRNA,CART_relapse_2024
ref_00737,Tex-intermediate,Tex-intermediate,mouse,scRNA,CART_relapse_2024
ref_00738,Tex-intermediate,Tex-intermediate,mouse,scRNA,B16_tumor_2022
ref_00739,Tex-intermediate,Tex-intermediate,human,scRNA,Melanoma_ICB_2023
ref_00740,Tex-intermediate,Tex-intermediate,mouse,scRNA,CART_relapse_2024
ref_00741,Tex-intermediate,Tex-intermediate,human,scRNA,Melanoma_ICB_2023
ref_00742,Tex-intermediate,Tex-intermediate,mouse,scRNA,CART_relapse_2024
ref_00743,Tex-intermediate,Tex-intermediate,human,scRNA,CART_relapse_2024
ref_00744,Tex-intermediate,Tex-intermediate,human,scRNA,B16_tumor_2022
ref_00745,Tex-intermediate,Tex-intermediate,human,scRNA,LCMV_chronic_2023
ref_00746,Tex-intermediate,Tex-intermediate,mouse,scRNA,Melanoma_ICB_2023
ref_00747,Tex-intermediate,Tex-intermediate,mouse,scRNA,HCC_human_2024
ref_00748,Tex-intermediate,Tex-intermediate,mouse,scRNA,HCC_human_2024
ref_00749,Tex-intermediate,Tex-intermediate,human,scRNA,Melanoma_ICB_2023
ref_00750,Tex-intermediate,Tex-intermediate,human,scRNA,B16_tumor_2022
ref_00751,Tex-intermediate,Tex-intermediate,human,scRNA,Melanoma_ICB_2023
ref_00752,Tex-intermediate,Tex-intermediate,human,scRNA,B16_tumor_2022
ref_00753,Tex-intermediate,Tex-intermediate,mouse,scRNA,HCC_human_2024
ref_00754,Tex-intermediate,Tex-intermediate,mouse,scRNA,LCMV_chronic_2023
ref_00755,Tex-intermediate,Tex-intermediate,human,scRNA,LCMV_chronic_2023
ref_00756,Tex-intermediate,Tex-intermediate,human,scRNA,B16_tumor_2022
ref_00757,Tex-intermediate,Tex-intermediate,mouse,scRNA,CART_relapse_2024
ref_00758,Tex-intermediate,Tex-intermediate,human,scRNA,HCC_human_2024
ref_00759,Tex-intermediate,Tex-intermediate,human,scRNA,CART_relapse_2024
ref_00760,Tex-intermediate,Tex-intermediate,mouse,scRNA,Melanoma_ICB_2023
ref_00761,Tex-intermediate,Tex-intermediate,human,scRNA,HCC_human_2024
ref_00762,Tex-intermediate,Tex-intermediate,human,scRNA,Melanoma_ICB_2023
ref_00763,Tex-intermediate,Tex-intermediate,human,scRNA,B16_tumor_2022
ref_00764,Tex-intermediate,Tex-intermediate,mouse,scRNA,B16_tumor_2022
ref_00765,Tex-intermediate,Tex-intermediate,mouse,scRNA,Melanoma_ICB_2023
ref_00766,Tex-intermediate,Tex-intermediate,mouse,scRNA,HCC_human_2024
ref_00767,Tex-intermediate,Tex-intermediate,mouse,scRNA,HCC_human_2024
ref_00768,Tex-intermediate,Tex-intermediate,human,scRNA,Melanoma_ICB_2023
ref_00769,Tex-intermediate,Tex-intermediate,human,scRNA,LCMV_chronic_2023
ref_00770,Tex-intermediate,Tex-intermediate,human,scRNA,LCMV_chronic_2023
ref_00771,Tex-intermediate,Tex-intermediate,mouse,scRNA,Melanoma_ICB_2023
ref_00772,Tex-intermediate,Tex-intermediate,human,scRNA,HCC_human_2024
ref_00773,Tex-intermediate,Tex-intermediate,human,scRNA,Melanoma_ICB_2023
ref_00774,Tex-intermediate,Tex-intermediate,mouse,scRNA,HCC_human_2024
ref_00775,Tex-intermediate,Tex-intermediate,mouse,scRNA,LCMV_chronic_2023
ref_00776,Tex-intermediate,Tex-intermediate,human,scRNA,CART_relapse_2024
ref_00777,Tex-intermediate,Tex-intermediate,mouse,scRNA,HCC_human_2024
ref_00778,Tex-intermediate,Tex-intermediate,mouse,scRNA,LCMV_chronic_2023
ref_00779,Tex-intermediate,Tex-intermediate,human,scRNA,B16_tumor_2022
ref_00780,Tex-intermediate,Tex-intermediate,mouse,scRNA,LCMV_chronic_2023
ref_00781,Tex-intermediate,Tex-intermediate,mouse,scRNA,B16_tumor_2022
ref_00782,Tex-intermediate,Tex-intermediate,human,scRNA,LCMV_chronic_2023
ref_00783,Tex-intermediate,Tex-intermediate,human,scRNA,CART_relapse_2024
ref_00784,Tex-intermediate,Tex-intermediate,mouse,scRNA,CART_relapse_2024
ref_00785,Tex-intermediate,Tex-intermediate,human,scRNA,B16_tumor_2022
ref_00786,Tex-intermediate,Tex-intermediate,human,scRNA,Melanoma_ICB_2023
ref_00787,Tex-intermediate,Tex-intermediate,human,scRNA,Melanoma_ICB_2023
ref_00788,Tex-intermediate,Tex-intermediate,mouse,scRNA,B16_tumor_2022
ref_00789,Tex-intermediate,Tex-intermediate,human,scRNA,HCC_human_2024
ref_00790,Tex-intermediate,Tex-intermediate,mouse,scRNA,HCC_human_2024
ref_00791,Tex-intermediate,Tex-intermediate,mouse,scRNA,LCMV_chronic_2023
ref_00792,Tex-intermediate,Tex-intermediate,human,scRNA,CART_relapse_2024
ref_00793,Tex-intermediate,Tex-intermediate,human,scRNA,Melanoma_ICB_2023
ref_00794,Tex-intermediate,Tex-intermediate,mouse,scRNA,B16_tumor_2022
ref_00795,Tex-intermediate,Tex-intermediate,mouse,scRNA,B16_tumor_2022
ref_00796,Tex-intermediate,Tex-intermediate,mouse,scRNA,HCC_human_2024
ref_00797,Tex-intermediate,Tex-intermediate,mouse,scRNA,Melanoma_ICB_2023
ref_00798,Tex-intermediate,Tex-intermediate,human,scRNA,LCMV_chronic_2023
ref_00799,Tex-intermediate,Tex-intermediate,mouse,scRNA,B16_tumor_2022
ref_00800,Tex-intermediate,Tex-intermediate,human,scRNA,LCMV_chronic_2023
ref_00801,Tex-intermediate,Tex-intermediate,human,scRNA,LCMV_chronic_2023
ref_00802,Tex-intermediate,Tex-intermediate,human,scRNA,Melanoma_ICB_2023
ref_00803,Tex-intermediate,Tex-intermediate,mouse,scRNA,B16_tumor_2022
ref_00804,Tex-intermediate,Tex-intermediate,human,scRNA,CART_relapse_2024
ref_00805,Tex-intermediate,Tex-intermediate,human,scRNA,B16_tumor_2022
ref_00806,Tex-intermediate,Tex-intermediate,mouse,scRNA,CART_relapse_2024
ref_00807,Tex-intermediate,Tex-intermediate,mouse,scRNA,LCMV_chronic_2023
ref_00808,Tex-intermediate,Tex-intermediate,human,scRNA,Melanoma_ICB_2023
ref_00809,Tex-intermediate,Tex-intermediate,human,scRNA,HCC_human_2024
ref_00810,Tex-intermediate,Tex-intermediate,mouse,scRNA,Melanoma_ICB_2023
ref_00811,Tex-intermediate,Tex-intermediate,mouse,scRNA,CART_relapse_2024
ref_00812,Tex-intermediate,Tex-intermediate,mouse,scRNA,LCMV_chronic_2023
ref_00813,Tex-intermediate,Tex-intermediate,human,scRNA,Melanoma_ICB_2023
ref_00814,Tex-intermediate,Tex-intermediate,mouse,scRNA,CART_relapse_2024
ref_00815,Tex-intermediate,Tex-intermediate,human,scRNA,HCC_human_2024
ref_00816,Tex-intermediate,Tex-intermediate,mouse,scRNA,CART_relapse_2024
ref_00817,Tex-intermediate,Tex-intermediate,human,scRNA,HCC_human_2024
ref_00818,Tex-intermediate,Tex-intermediate,mouse,scRNA,Melanoma_ICB_2023
ref_00819,Tex-intermediate,Tex-intermediate,mouse,scRNA,LCMV_chronic_2023
ref_00820,Tex-intermediate,Tex-intermediate,mouse,scRNA,CART_relapse_2024
ref_00821,Tex-intermediate,Tex-intermediate,human,scRNA,LCMV_chronic_2023
ref_00822,Tex-intermediate,Tex-intermediate,human,scRNA,B16_tumor_2022
ref_00823,Tex-intermediate,Tex-intermediate,human,scRNA,LCMV_chronic_2023
ref_00824,Tex-intermediate,Tex-intermediate,human,scRNA,LCMV_chronic_2023
ref_00825,Tex-intermediate,Tex-intermediate,mouse,scRNA,B16_tumor_2022
ref_00826,Tex-intermediate,Tex-intermediate,mouse,scRNA,Melanoma_ICB_2023
ref_00827,Tex-intermediate,Tex-intermediate,human,scRNA,CART_relapse_2024
ref_00828,Tex-intermediate,Tex-intermediate,human,scRNA,B16_tumor_2022
ref_00829,Tex-intermediate,Tex-intermediate,mouse,scRNA,CART_relapse_2024
ref_00830,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_00831,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_00832,Tex-terminal,Tex-terminal,human,scRNA,LCMV_chronic_2023
ref_00833,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_00834,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_00835,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_00836,Tex-terminal,Tex-terminal,mouse,scRNA,HCC_human_2024
ref_00837,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_00838,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_00839,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_00840,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_00841,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_00842,Tex-terminal,Tex-terminal,mouse,scRNA,HCC_human_2024
ref_00843,Tex-terminal,Tex-terminal,human,scRNA,HCC_human_2024
ref_00844,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_00845,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_00846,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_00847,Tex-terminal,Tex-terminal,mouse,scRNA,LCMV_chronic_2023
ref_00848,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_00849,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_00850,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_00851,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_00852,Tex-terminal,Tex-terminal,mouse,scRNA,LCMV_chronic_2023
ref_00853,Tex-terminal,Tex-terminal,mouse,scRNA,HCC_human_2024
ref_00854,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_00855,Tex-terminal,Tex-terminal,mouse,scRNA,HCC_human_2024
ref_00856,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_00857,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_00858,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_00859,Tex-terminal,Tex-terminal,human,scRNA,LCMV_chronic_2023
ref_00860,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_00861,Tex-terminal,Tex-terminal,mouse,scRNA,LCMV_chronic_2023
ref_00862,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_00863,Tex-terminal,Tex-terminal,human,scRNA,HCC_human_2024
ref_00864,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_00865,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_00866,Tex-terminal,Tex-terminal,human,scRNA,HCC_human_2024
ref_00867,Tex-terminal,Tex-terminal,human,scRNA,HCC_human_2024
ref_00868,Tex-terminal,Tex-terminal,human,scRNA,CART_relapse_2024
ref_00869,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_00870,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_00871,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_00872,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_00873,Tex-terminal,Tex-terminal,human,scRNA,HCC_human_2024
ref_00874,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_00875,Tex-terminal,Tex-terminal,human,scRNA,HCC_human_2024
ref_00876,Tex-terminal,Tex-terminal,mouse,scRNA,HCC_human_2024
ref_00877,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_00878,Tex-terminal,Tex-terminal,human,scRNA,HCC_human_2024
ref_00879,Tex-terminal,Tex-terminal,mouse,scRNA,HCC_human_2024
ref_00880,Tex-terminal,Tex-terminal,human,scRNA,LCMV_chronic_2023
ref_00881,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_00882,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_00883,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_00884,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_00885,Tex-terminal,Tex-terminal,human,scRNA,CART_relapse_2024
ref_00886,Tex-terminal,Tex-terminal,mouse,scRNA,LCMV_chronic_2023
ref_00887,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_00888,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_00889,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_00890,Tex-terminal,Tex-terminal,human,scRNA,LCMV_chronic_2023
ref_00891,Tex-terminal,Tex-terminal,human,scRNA,HCC_human_2024
ref_00892,Tex-terminal,Tex-terminal,human,scRNA,HCC_human_2024
ref_00893,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_00894,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_00895,Tex-terminal,Tex-terminal,mouse,scRNA,LCMV_chronic_2023
ref_00896,Tex-terminal,Tex-terminal,human,scRNA,CART_relapse_2024
ref_00897,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_00898,Tex-terminal,Tex-terminal,mouse,scRNA,LCMV_chronic_2023
ref_00899,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_00900,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_00901,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_00902,Tex-terminal,Tex-terminal,human,scRNA,LCMV_chronic_2023
ref_00903,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_00904,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_00905,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_00906,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_00907,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_00908,Tex-terminal,Tex-terminal,mouse,scRNA,LCMV_chronic_2023
ref_00909,Tex-terminal,Tex-terminal,human,scRNA,HCC_human_2024
ref_00910,Tex-terminal,Tex-terminal,human,scRNA,HCC_human_2024
ref_00911,Tex-terminal,Tex-terminal,mouse,scRNA,LCMV_chronic_2023
ref_00912,Tex-terminal,Tex-terminal,mouse,scRNA,HCC_human_2024
ref_00913,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_00914,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_00915,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_00916,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_00917,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_00918,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_00919,Tex-terminal,Tex-terminal,human,scRNA,LCMV_chronic_2023
ref_00920,Tex-terminal,Tex-terminal,mouse,scRNA,HCC_human_2024
ref_00921,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_00922,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_00923,Tex-terminal,Tex-terminal,mouse,scRNA,LCMV_chronic_2023
ref_00924,Tex-terminal,Tex-terminal,human,scRNA,HCC_human_2024
ref_00925,Tex-terminal,Tex-terminal,mouse,scRNA,HCC_human_2024
ref_00926,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_00927,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_00928,Tex-terminal,Tex-terminal,human,scRNA,CART_relapse_2024
ref_00929,Tex-terminal,Tex-terminal,human,scRNA,HCC_human_2024
ref_00930,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_00931,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_00932,Tex-terminal,Tex-terminal,human,scRNA,HCC_human_2024
ref_00933,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_00934,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_00935,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_00936,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_00937,Tex-terminal,Tex-terminal,human,scRNA,CART_relapse_2024
ref_00938,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_00939,Tex-terminal,Tex-terminal,human,scRNA,HCC_human_2024
ref_00940,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_00941,Tex-terminal,Tex-terminal,human,scRNA,CART_relapse_2024
ref_00942,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_00943,Tex-terminal,Tex-terminal,human,scRNA,HCC_human_2024
ref_00944,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_00945,Tex-terminal,Tex-terminal,human,scRNA,CART_relapse_2024
ref_00946,Tex-terminal,Tex-terminal,mouse,scRNA,LCMV_chronic_2023
ref_00947,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_00948,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_00949,Tex-terminal,Tex-terminal,human,scRNA,CART_relapse_2024
ref_00950,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_00951,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_00952,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_00953,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_00954,Tex-terminal,Tex-terminal,human,scRNA,LCMV_chronic_2023
ref_00955,Tex-terminal,Tex-terminal,human,scRNA,CART_relapse_2024
ref_00956,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_00957,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_00958,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_00959,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_00960,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_00961,Tex-terminal,Tex-terminal,human,scRNA,HCC_human_2024
ref_00962,Tex-terminal,Tex-terminal,human,scRNA,HCC_human_2024
ref_00963,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_00964,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_00965,Tex-terminal,Tex-terminal,human,scRNA,CART_relapse_2024
ref_00966,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_00967,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_00968,Tex-terminal,Tex-terminal,human,scRNA,CART_relapse_2024
ref_00969,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_00970,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_00971,Tex-terminal,Tex-terminal,human,scRNA,HCC_human_2024
ref_00972,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_00973,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_00974,Tex-terminal,Tex-terminal,mouse,scRNA,LCMV_chronic_2023
ref_00975,Tex-terminal,Tex-terminal,human,scRNA,LCMV_chronic_2023
ref_00976,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_00977,Tex-terminal,Tex-terminal,mouse,scRNA,LCMV_chronic_2023
ref_00978,Tex-terminal,Tex-terminal,human,scRNA,CART_relapse_2024
ref_00979,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_00980,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_00981,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_00982,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_00983,Tex-terminal,Tex-terminal,mouse,scRNA,LCMV_chronic_2023
ref_00984,Tex-terminal,Tex-terminal,human,scRNA,LCMV_chronic_2023
ref_00985,Tex-terminal,Tex-terminal,human,scRNA,CART_relapse_2024
ref_00986,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_00987,Tex-terminal,Tex-terminal,human,scRNA,LCMV_chronic_2023
ref_00988,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_00989,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_00990,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_00991,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_00992,Tex-terminal,Tex-terminal,mouse,scRNA,HCC_human_2024
ref_00993,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_00994,Tex-terminal,Tex-terminal,mouse,scRNA,HCC_human_2024
ref_00995,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_00996,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_00997,Tex-terminal,Tex-terminal,human,scRNA,HCC_human_2024
ref_00998,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_00999,Tex-terminal,Tex-terminal,human,scRNA,CART_relapse_2024
ref_01000,Tex-terminal,Tex-terminal,human,scRNA,CART_relapse_2024
ref_01001,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_01002,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_01003,Tex-terminal,Tex-terminal,mouse,scRNA,LCMV_chronic_2023
ref_01004,Tex-terminal,Tex-terminal,mouse,scRNA,LCMV_chronic_2023
ref_01005,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
